x_value,total_1,total_2
3219,4018,2795
3220,4012,2790
3221,4013,2792
3222,4021,2788
3223,4026,2784
3224,4030,2789
3225,4027,2792
3226,4031,2787
3227,4027,2787
3228,4030,2785
3229,4027,2781
3230,4034,2782
3231,4042,2785
3232,4039,2783
3233,4044,2783
3234,4046,2780
3235,4043,2785
3236,4046,2789
3237,4047,2795
3238,4046,2790
3239,4053,2795
3240,4051,2799
3241,4052,2802
3242,4056,2806
3243,4055,2806
3244,4062,2808
3245,4057,2807
3246,4051,2809
3247,4049,2807
3248,4054,2813
3249,4048,2818
3250,4042,2817
3251,4044,2823
3252,4045,2824
3253,4047,2829
3254,4043,2833
3255,4051,2836
3256,4049,2836
3257,4050,2834
3258,4052,2836
3259,4053,2833
3260,4053,2830
3261,4052,2827
3262,4058,2822
3263,4052,2817
3264,4056,2812
3265,4061,2810
3266,4068,2811
3267,4070,2814
3268,4071,2809
3269,4071,2807
3270,4075,2805
3271,4076,2804
3272,4072,2808
3273,4075,2809
3274,4080,2806
3275,4080,2806
3276,4077,2809
3277,4074,2813
3278,4082,2816
3279,4081,2821
3280,4079,2826
3281,4084,2829
3282,4085,2830
3283,4086,2828
3284,4082,2833
3285,4081,2831
3286,4075,2830
3287,4072,2835
3288,4079,2837
3289,4086,2835
3290,4082,2834
3291,4086,2829
3292,4091,2832
3293,4091,2838
3294,4088,2843
3295,4082,2838
3296,4085,2833
3297,4085,2833
3298,4090,2829
3299,4096,2832
3300,4102,2833
3301,4104,2830
3302,4107,2828
3303,4113,2833
3304,4120,2835
3305,4121,2836
3306,4118,2833
3307,4122,2830
3308,4129,2827
3309,4125,2832
3310,4128,2833
3311,4127,2839
3312,4127,2841
3313,4135,2841
3314,4136,2844
3315,4141,2842
3316,4144,2839
3317,4147,2835
3318,4144,2830
3319,4152,2828
3320,4160,2834
3321,4160,2835
3322,4160,2837
3323,4158,2840
3324,4162,2846
3325,4167,2847
3326,4161,2846
3327,4167,2845
3328,4167,2847
3329,4167,2842
3330,4170,2838
3331,4166,2842
3332,4161,2843
3333,4164,2847
3334,4172,2847
3335,4166,2852
3336,4173,2854
3337,4178,2860
3338,4186,2865
3339,4191,2870
3340,4198,2873
3341,4196,2869
3342,4190,2868
3343,4190,2865
3344,4186,2862
3345,4194,2861
3346,4193,2859
3347,4201,2859
3348,4197,2859
3349,4191,2857
3350,4187,2863
3351,4189,2868
3352,4183,2869
3353,4180,2869
3354,4180,2870
3355,4175,2868
3356,4180,2869
3357,4185,2869
3358,4182,2872
3359,4177,2872
3360,4173,2867
3361,4178,2862
3362,4172,2861
3363,4176,2860
3364,4184,2855
3365,4190,2853
3366,4192,2851
3367,4187,2847
3368,4188,2844
3369,4191,2840
3370,4196,2836
3371,4202,2831
3372,4201,2835
3373,4206,2841
3374,4204,2837
3375,4207,2834
3376,4211,2835
3377,4205,2834
3378,4210,2838
3379,4214,2833
3380,4220,2831
3381,4224,2831
3382,4230,2827
3383,4234,2823
3384,4230,2824
3385,4232,2827
3386,4239,2829
3387,4245,2831
3388,4244,2831
3389,4252,2836
3390,4249,2832
3391,4250,2827
3392,4248,2832
3393,4242,2829
3394,4241,2833
3395,4248,2838
3396,4246,2842
3397,4244,2845
3398,4250,2842
3399,4249,2845
3400,4250,2847
3401,4245,2849
3402,4241,2855
3403,4237,2856
3404,4234,2855
3405,4234,2854
3406,4234,2854
3407,4241,2850
3408,4246,2856
3409,4248,2856
3410,4243,2861
3411,4241,2859
3412,4236,2863
3413,4231,2861
3414,4226,2857
3415,4221,2860
3416,4221,2857
3417,4225,2858
3418,4222,2857
3419,4222,2852
3420,4227,2850
3421,4225,2855
3422,4229,2851
3423,4226,2848
3424,4229,2844
3425,4223,2847
3426,4228,2853
3427,4230,2858
3428,4236,2861
3429,4231,2857
3430,4234,2852
3431,4232,2853
3432,4240,2851
3433,4240,2848
3434,4240,2845
3435,4247,2842
3436,4249,2847
3437,4243,2846
3438,4251,2846
3439,4259,2841
3440,4254,2840
3441,4256,2841
3442,4259,2837
3443,4259,2842
3444,4259,2840
3445,4267,2840
3446,4262,2845
3447,4267,2851
3448,4265,2855
3449,4259,2851
3450,4267,2852
3451,4261,2850
3452,4264,2848
3453,4259,2853
3454,4255,2852
3455,4254,2855
3456,4248,2850
3457,4245,2846
3458,4241,2849
3459,4243,2848
3460,4251,2848
3461,4259,2847
3462,4260,2843
3463,4256,2848
3464,4252,2849
3465,4259,2850
3466,4267,2845
3467,4273,2849
3468,4278,2851
3469,4283,2854
3470,4288,2850
3471,4294,2845
3472,4298,2850
3473,4294,2848
3474,4290,2853
3475,4298,2854
3476,4299,2850
3477,4296,2856
3478,4299,2852
3479,4300,2852
3480,4294,2858
3481,4296,2854
3482,4292,2858
3483,4292,2859
3484,4288,2857
3485,4285,2854
3486,4290,2853
3487,4294,2852
3488,4302,2848
3489,4304,2843
3490,4299,2849
3491,4301,2848
3492,4305,2849
3493,4304,2850
3494,4308,2849
3495,4308,2855
3496,4308,2856
3497,4312,2861
3498,4319,2863
3499,4326,2867
3500,4329,2864
3501,4327,2862
3502,4331,2857
3503,4330,2862
3504,4325,2861
3505,4330,2863
3506,4338,2862
3507,4342,2860
3508,4348,2862
3509,4354,2859
3510,4358,2864
3511,4366,2867
3512,4367,2867
3513,4369,2872
3514,4368,2872
3515,4371,2867
3516,4366,2870
3517,4360,2874
3518,4365,2869
3519,4365,2870
3520,4363,2865
3521,4363,2866
3522,4359,2868
3523,4360,2866
3524,4360,2872
3525,4359,2878
3526,4365,2879
3527,4367,2879
3528,4375,2880
3529,4375,2882
3530,4376,2888
3531,4383,2894
3532,4379,2890
3533,4381,2885
3534,4377,2880
3535,4382,2876
3536,4388,2876
3537,4392,2880
3538,4394,2880
3539,4393,2883
3540,4389,2885
3541,4392,2890
3542,4399,2892
3543,4403,2897
3544,4402,2899
3545,4398,2902
3546,4395,2903
3547,4390,2905
3548,4387,2909
3549,4387,2904
3550,4383,2899
3551,4378,2898
3552,4381,2897
3553,4378,2899
3554,4376,2897
3555,4384,2899
3556,4391,2903
3557,4398,2902
3558,4396,2906
3559,4402,2912
3560,4407,2912
3561,4412,2914
3562,4409,2912
3563,4411,2918
3564,4413,2913
3565,4409,2909
3566,4412,2908
3567,4408,2903
3568,4415,2902
3569,4418,2905
3570,4421,2902
3571,4422,2899
3572,4419,2895
3573,4418,2893
3574,4422,2888
3575,4424,2883
3576,4419,2879
3577,4420,2882
3578,4426,2884
3579,4428,2885
3580,4427,2880
3581,4423,2886
3582,4422,2884
3583,4430,2889
3584,4436,2888
3585,4442,2884
3586,4445,2888
3587,4443,2893
3588,4446,2899
3589,4450,2903
3590,4458,2905
3591,4461,2906
3592,4456,2905
3593,4456,2901
3594,4453,2907
3595,4461,2910
3596,4459,2907
3597,4456,2902
3598,4457,2908
3599,4456,2914
3600,4462,2912
3601,4461,2912
3602,4462,2918
3603,4466,2917
3604,4462,2917
3605,4470,2913
3606,4477,2910
3607,4473,2916
3608,4469,2915
3609,4467,2920
3610,4471,2917
3611,4472,2913
3612,4466,2915
3613,4469,2917
3614,4475,2916
3615,4478,2912
3616,4481,2912
3617,4477,2915
3618,4472,2917
3619,4472,2915
3620,4471,2913
3621,4469,2919
3622,4467,2916
3623,4463,2914
3624,4466,2919
3625,4463,2918
3626,4464,2913
3627,4459,2912
3628,4459,2907
3629,4458,2907
3630,4456,2910
3631,4460,2908
3632,4462,2907
3633,4457,2904
3634,4462,2904
3635,4469,2899
3636,4468,2903
3637,4467,2906
3638,4475,2902
3639,4472,2905
3640,4466,2906
3641,4462,2908
3642,4466,2914
3643,4470,2917
3644,4468,2913
3645,4468,2912
3646,4476,2911
3647,4475,2914
3648,4474,2917
3649,4479,2923
3650,4487,2929
3651,4495,2932
3652,4489,2938
3653,4497,2935
3654,4499,2940
3655,4505,2942
3656,4508,2939
3657,4506,2937
3658,4504,2937
3659,4511,2933
3660,4516,2934
3661,4511,2929
3662,4509,2929
3663,4511,2926
3664,4517,2932
3665,4520,2929
3666,4523,2932
3667,4531,2932
3668,4525,2937
3669,4526,2941
3670,4528,2942
3671,4533,2939
3672,4538,2941
3673,4539,2942
3674,4536,2939
3675,4534,2938
3676,4528,2934
3677,4536,2933
3678,4532,2936
3679,4533,2937
3680,4529,2933
3681,4536,2939
3682,4540,2944
3683,4545,2944
3684,4539,2949
3685,4535,2951
3686,4540,2956
3687,4546,2957
3688,4544,2960
3689,4538,2960
3690,4534,2956
3691,4534,2953
3692,4528,2950
3693,4534,2951
3694,4538,2948
3695,4542,2950
3696,4544,2952
3697,4540,2957
3698,4537,2963
3699,4532,2959
3700,4537,2964
3701,4534,2970
3702,4532,2975
3703,4537,2979
3704,4545,2985
3705,4543,2988
3706,4550,2989
3707,4558,2985
3708,4562,2984
3709,4566,2988
3710,4568,2992
3711,4563,2995
3712,4569,2994
3713,4565,3000
3714,4567,3003
3715,4575,3002
3716,4577,3000
3717,4583,3006
3718,4583,3005
3719,4587,3001
3720,4582,3004
3721,4579,3010
3722,4585,3012
3723,4584,3010
3724,4590,3008
3725,4589,3010
3726,4583,3014
3727,4591,3011
3728,4591,3008
3729,4593,3007
3730,4597,3004
3731,4598,3000
3732,4601,3006
3733,4600,3003
3734,4604,3002
3735,4612,3003
3736,4615,2999
3737,4616,2998
3738,4610,2995
3739,4617,2991
3740,4623,2994
3741,4631,2998
3742,4629,2996
3743,4634,2992
3744,4639,2987
3745,4645,2993
3746,4645,2989
3747,4646,2989
3748,4640,2987
3749,4637,2989
3750,4645,2991
3751,4643,2994
3752,4647,2996
3753,4645,2994
3754,4641,2991
3755,4645,2987
3756,4639,2985
3757,4639,2990
3758,4634,2994
3759,4633,3000
3760,4634,3006
3761,4635,3007
3762,4632,3002
3763,4627,3000
3764,4634,3001
3765,4631,3001
3766,4632,2999
3767,4636,3004
3768,4631,3003
3769,4630,3000
3770,4628,2997
3771,4634,3001
3772,4631,3007
3773,4638,3006
3774,4632,3011
3775,4635,3008
3776,4633,3004
3777,4640,3006
3778,4647,3006
3779,4655,3010
3780,4658,3008
3781,4658,3010
3782,4665,3012
3783,4663,3016
3784,4657,3021
3785,4658,3023
3786,4655,3024
3787,4659,3021
3788,4656,3019
3789,4659,3019
3790,4664,3023
3791,4661,3025
3792,4660,3028
3793,4660,3031
3794,4660,3031
3795,4666,3030
3796,4671,3033
3797,4669,3039
3798,4671,3045
3799,4666,3043
3800,4661,3046
3801,4657,3048
3802,4659,3049
3803,4653,3048
3804,4660,3054
3805,4665,3055
3806,4664,3058
3807,4671,3057
3808,4668,3058
3809,4672,3056
3810,4679,3056
3811,4684,3060
3812,4684,3058
3813,4682,3058
3814,4677,3062
3815,4680,3060
3816,4676,3064
3817,4676,3068
3818,4680,3063
3819,4681,3058
3820,4683,3063
3821,4690,3059
3822,4695,3063
3823,4697,3063
3824,4703,3064
3825,4706,3063
3826,4714,3069
3827,4708,3072
3828,4704,3067
3829,4702,3071
3830,4696,3068
3831,4699,3068
3832,4697,3070
3833,4694,3076
3834,4697,3079
3835,4700,3077
3836,4700,3083
3837,4697,3083
3838,4691,3080
3839,4699,3075
3840,4703,3081
3841,4706,3086
3842,4700,3081
3843,4697,3083
3844,4704,3082
3845,4698,3081
3846,4695,3087
3847,4701,3087
3848,4698,3091
3849,4696,3087
3850,4703,3083
3851,4698,3081
3852,4701,3085
3853,4705,3089
3854,4710,3085
3855,4711,3081
3856,4717,3077
3857,4723,3081
3858,4723,3078
3859,4725,3076
3860,4727,3078
3861,4730,3075
3862,4726,3080
3863,4734,3081
3864,4729,3077
3865,4733,3073
3866,4731,3073
3867,4725,3079
3868,4723,3077
3869,4718,3082
3870,4724,3078
3871,4725,3083
3872,4722,3085
3873,4722,3082
3874,4729,3079
3875,4728,3085
3876,4736,3082
3877,4735,3085
3878,4742,3084
3879,4748,3087
3880,4756,3086
3881,4763,3082
3882,4759,3088
3883,4756,3091
3884,4750,3093
3885,4751,3098
3886,4747,3102
3887,4743,3108
3888,4744,3110
3889,4739,3109
3890,4746,3108
3891,4745,3106
3892,4741,3105
3893,4746,3108
3894,4750,3109
3895,4755,3105
3896,4763,3111
3897,4765,3116
3898,4770,3120
3899,4776,3118
3900,4776,3116
3901,4772,3113
3902,4771,3118
3903,4773,3115
3904,4770,3120
3905,4767,3116
3906,4762,3111
3907,4761,3116
3908,4762,3122
3909,4765,3124
3910,4764,3127
3911,4760,3131
3912,4758,3129
3913,4758,3126
3914,4755,3124
3915,4760,3126
3916,4754,3132
3917,4755,3131
3918,4750,3129
3919,4756,3132
3920,4763,3138
3921,4762,3137
3922,4767,3133
3923,4771,3137
3924,4769,3136
3925,4764,3139
3926,4770,3144
3927,4768,3143
3928,4765,3144
3929,4769,3139
3930,4777,3138
3931,4774,3137
3932,4770,3143
3933,4778,3138
3934,4786,3135
3935,4781,3130
3936,4776,3135
3937,4781,3136
3938,4787,3137
3939,4781,3143
3940,4787,3141
3941,4783,3144
3942,4781,3146
3943,4777,3151
3944,4775,3152
3945,4773,3152
3946,4771,3154
3947,4772,3155
3948,4776,3151
3949,4776,3157
3950,4771,3163
3951,4765,3159
3952,4771,3164
3953,4776,3161
3954,4784,3157
3955,4786,3161
3956,4786,3156
3957,4781,3152
3958,4783,3151
3959,4778,3156
3960,4779,3152
3961,4787,3154
3962,4786,3155
3963,4786,3154
3964,4794,3157
3965,4800,3156
3966,4802,3162
3967,4807,3166
3968,4809,3161
3969,4808,3161
3970,4814,3163
3971,4808,3160
3972,4804,3164
3973,4809,3168
3974,4803,3169
3975,4807,3168
3976,4811,3170
3977,4807,3167
3978,4807,3173
3979,4807,3169
3980,4808,3172
3981,4808,3174
3982,4814,3170
3983,4810,3168
3984,4807,3167
3985,4808,3162
3986,4815,3161
3987,4823,3164
3988,4820,3163
3989,4814,3168
3990,4819,3164
3991,4815,3159
3992,4817,3154
3993,4820,3160
3994,4817,3166
3995,4812,3167
3996,4808,3167
3997,4812,3171
3998,4809,3176
3999,4812,3177
4000,4812,3176
4001,4810,3177
4002,4810,3177
4003,4811,3174
4004,4810,3173
4005,4818,3173
4006,4824,3177
4007,4822,3181
4008,4825,3183
4009,4823,3180
4010,4819,3184
4011,4818,3187
4012,4812,3188
4013,4818,3184
4014,4825,3184
4015,4821,3190
4016,4822,3193
4017,4816,3194
4018,4821,3191
4019,4819,3186
4020,4824,3185
4021,4830,3188
4022,4838,3185
4023,4836,3189
4024,4836,3190
4025,4841,3190
4026,4848,3188
4027,4854,3187
4028,4848,3186
4029,4848,3187
4030,4842,3188
4031,4843,3184
4032,4846,3179
4033,4849,3182
4034,4851,3181
4035,4850,3181
4036,4853,3180
4037,4852,3179
4038,4855,3183
4039,4854,3189
4040,4848,3192
4041,4843,3190
4042,4843,3191
4043,4851,3188
4044,4852,3193
4045,4852,3196
4046,4856,3202
4047,4861,3200
4048,4867,3199
4049,4870,3200
4050,4874,3206
4051,4882,3209
4052,4881,3210
4053,4882,3216
4054,4880,3219
4055,4880,3224
4056,4887,3230
4057,4890,3236
4058,4887,3237
4059,4893,3232
4060,4896,3236
4061,4895,3238
4062,4902,3239
4063,4898,3240
4064,4894,3245
4065,4888,3250
4066,4883,3252
4067,4887,3258
4068,4884,3264
4069,4882,3260
4070,4876,3257
4071,4873,3254
4072,4877,3260
4073,4874,3263
4074,4878,3269
4075,4882,3266
4076,4887,3269
4077,4895,3270
4078,4898,3267
4079,4894,3271
4080,4894,3270
4081,4891,3276
4082,4890,3273
4083,4888,3279
4084,4887,3284
4085,4893,3283
4086,4895,3278
4087,4897,3283
4088,4900,3282
4089,4897,3286
4090,4892,3285
4091,4891,3281
4092,4887,3279
4093,4891,3279
4094,4888,3282
4095,4891,3278
4096,4898,3276
4097,4895,3274
4098,4903,3278
4099,4911,3279
4100,4915,3285
4101,4921,3285
4102,4925,3286
4103,4926,3288
4104,4927,3283
4105,4932,3279
4106,4934,3276
4107,4935,3274
4108,4936,3272
4109,4934,3276
4110,4937,3271
4111,4945,3274
4112,4952,3272
4113,4949,3275
4114,4957,3279
4115,4964,3275
4116,4970,3281
4117,4971,3277
4118,4970,3277
4119,4976,3277
4120,4971,3275
4121,4971,3281
4122,4966,3286
4123,4963,3282
4124,4958,3283
4125,4965,3280
4126,4965,3278
4127,4968,3275
4128,4971,3278
4129,4978,3275
4130,4975,3272
4131,4970,3278
4132,4968,3276
4133,4966,3272
4134,4965,3268
4135,4959,3270
4136,4965,3267
4137,4960,3268
4138,4954,3264
4139,4960,3267
4140,4968,3270
4141,4976,3273
4142,4981,3269
4143,4989,3272
4144,4983,3272
4145,4986,3269
4146,4986,3275
4147,4988,3277
4148,4986,3277
4149,4994,3273
4150,4992,3276
4151,4999,3279
4152,4998,3276
4153,5000,3271
4154,5007,3266
4155,5012,3262
4156,5009,3262
4157,5010,3260
4158,5015,3260
4159,5019,3255
4160,5023,3256
4161,5017,3254
4162,5015,3249
4163,5010,3247
4164,5011,3242
4165,5016,3246
4166,5020,3244
4167,5024,3248
4168,5023,3251
4169,5030,3254
4170,5027,3253
4171,5022,3250
4172,5023,3249
4173,5022,3254
4174,5021,3251
4175,5026,3255
4176,5034,3261
4177,5035,3261
4178,5040,3256
4179,5042,3254
4180,5038,3260
4181,5032,3263
4182,5038,3266
4183,5039,3271
4184,5040,3268
4185,5036,3263
4186,5035,3265
4187,5030,3267
4188,5036,3267
4189,5041,3269
4190,5048,3265
4191,5043,3261
4192,5048,3257
4193,5056,3257
4194,5056,3252
4195,5059,3249
4196,5058,3252
4197,5066,3251
4198,5060,3254
4199,5068,3257
4200,5074,3256
4201,5072,3258
4202,5066,3254
4203,5062,3257
4204,5066,3260
4205,5061,3259
4206,5064,3259
4207,5059,3254
4208,5060,3257
4209,5064,3256
4210,5068,3255
4211,5072,3257
4212,5066,3259
4213,5063,3260
4214,5063,3259
4215,5061,3255
4216,5067,3250
4217,5075,3245
4218,5075,3247
4219,5069,3243
4220,5075,3239
4221,5077,3236
4222,5076,3240
4223,5076,3235
4224,5071,3241
4225,5077,3246
4226,5076,3252
4227,5080,3248
4228,5085,3245
4229,5092,3248
4230,5094,3254
4231,5088,3260
4232,5095,3266
4233,5096,3263
4234,5097,3260
4235,5094,3263
4236,5093,3266
4237,5094,3266
4238,5091,3270
4239,5094,3275
4240,5089,3281
4241,5086,3287
4242,5092,3285
4243,5088,3285
4244,5085,3282
4245,5082,3279
4246,5077,3278
4247,5081,3281
4248,5075,3276
4249,5080,3279
4250,5083,3281
4251,5077,3282
4252,5085,3286
4253,5083,3282
4254,5082,3287
4255,5087,3289
4256,5091,3289
4257,5091,3293
4258,5097,3298
4259,5092,3303
4260,5090,3307
4261,5084,3303
4262,5079,3305
4263,5080,3307
4264,5083,3308
4265,5078,3306
4266,5085,3312
4267,5087,3308
4268,5091,3310
4269,5086,3316
4270,5081,3321
4271,5077,3317
4272,5072,3312
4273,5069,3309
4274,5068,3315
4275,5066,3312
4276,5074,3311
4277,5080,3313
4278,5088,3316
4279,5082,3312
4280,5085,3311
4281,5089,3311
4282,5083,3311
4283,5080,3308
4284,5087,3311
4285,5087,3310
4286,5089,3314
4287,5097,3317
4288,5098,3322
4289,5093,3320
4290,5099,3326
4291,5103,3324
4292,5106,3330
4293,5106,3336
4294,5112,3342
4295,5114,3348
4296,5115,3346
4297,5118,3344
4298,5115,3345
4299,5117,3349
4300,5114,3351
4301,5114,3353
4302,5121,3357
4303,5120,3357
4304,5123,3357
4305,5122,3362
4306,5117,3361
4307,5124,3364
4308,5120,3368
4309,5124,3368
4310,5132,3372
4311,5137,3378
4312,5143,3373
4313,5141,3370
4314,5142,3371
4315,5144,3370
4316,5145,3375
4317,5139,3372
4318,5138,3374
4319,5141,3371
4320,5147,3374
4321,5150,3369
4322,5148,3370
4323,5143,3372
4324,5146,3367
4325,5152,3373
4326,5157,3373
4327,5154,3369
4328,5154,3372
4329,5158,3374
4330,5154,3378
4331,5156,3381
4332,5157,3385
4333,5151,3380
4334,5150,3384
4335,5157,3390
4336,5161,3387
4337,5162,3382
4338,5160,3382
4339,5164,3377
4340,5159,3382
4341,5154,3385
4342,5148,3382
4343,5145,3380
4344,5150,3376
4345,5145,3375
4346,5144,3370
4347,5144,3374
4348,5141,3372
4349,5149,3368
4350,5153,3371
4351,5160,3375
4352,5163,3380
4353,5165,3376
4354,5160,3372
4355,5164,3374
4356,5163,3378
4357,5165,3376
4358,5173,3373
4359,5175,3374
4360,5170,3374
4361,5177,3371
4362,5171,3366
4363,5173,3370
4364,5175,3366
4365,5179,3366
4366,5187,3366
4367,5185,3365
4368,5181,3365
4369,5178,3363
4370,5172,3359
4371,5177,3362
4372,5181,3366
4373,5179,3362
4374,5187,3358
4375,5181,3361
4376,5176,3363
4377,5179,3361
4378,5185,3367
4379,5184,3371
4380,5185,3377
4381,5193,3373
4382,5195,3376
4383,5198,3377
4384,5200,3377
4385,5205,3372
4386,5210,3369
4387,5217,3374
4388,5213,3371
4389,5216,3373
4390,5224,3379
4391,5227,3378
4392,5224,3381
4393,5228,3382
4394,5234,3385
4395,5242,3383
4396,5245,3380
4397,5241,3380
4398,5246,3380
4399,5250,3378
4400,5252,3377
4401,5256,3378
4402,5252,3373
4403,5252,3375
4404,5251,3379
4405,5254,3384
4406,5249,3380
4407,5243,3384
4408,5241,3385
4409,5242,3381
4410,5236,3387
4411,5242,3387
4412,5250,3382
4413,5256,3381
4414,5264,3380
4415,5258,3383
4416,5263,3381
4417,5264,3384
4418,5264,3384
4419,5261,3382
4420,5258,3385
4421,5255,3386
4422,5252,3388
4423,5251,3385
4424,5251,3390
4425,5256,3392
4426,5263,3395
4427,5264,3398
4428,5264,3404
4429,5258,3408
4430,5259,3414
4431,5267,3414
4432,5264,3420
4433,5261,3417
4434,5261,3420
4435,5268,3425
4436,5269,3431
4437,5277,3431
4438,5271,3429
4439,5267,3433
4440,5266,3431
4441,5260,3430
4442,5260,3429
4443,5256,3425
4444,5263,3427
4445,5266,3429
4446,5266,3427
4447,5271,3428
4448,5271,3434
4449,5268,3436
4450,5273,3434
4451,5271,3434
4452,5266,3438
4453,5270,3439
4454,5275,3440
4455,5273,3444
4456,5280,3447
4457,5285,3442
4458,5288,3448
4459,5289,3448
4460,5296,3454
4461,5298,3451
4462,5296,3447
4463,5294,3449
4464,5295,3447
4465,5293,3449
4466,5294,3453
4467,5291,3458
4468,5295,3459
4469,5300,3458
4470,5300,3458
4471,5303,3458
4472,5301,3464
4473,5295,3463
4474,5303,3461
4475,5303,3467
4476,5302,3468
4477,5297,3464
4478,5299,3461
4479,5301,3467
4480,5298,3473
4481,5292,3474
4482,5298,3478
4483,5305,3474
4484,5299,3477
4485,5304,3480
4486,5303,3485
4487,5297,3480
4488,5298,3481
4489,5297,3484
4490,5294,3487
4491,5297,3492
4492,5295,3487
4493,5294,3483
4494,5301,3487
4495,5301,3493
4496,5305,3492
4497,5311,3491
4498,5314,3497
4499,5322,3499
4500,5324,3498
4501,5330,3498
4502,5329,3495
4503,5337,3496
4504,5331,3500
4505,5330,3495
4506,5332,3493
4507,5327,3490
4508,5321,3495
4509,5319,3498
4510,5327,3501
4511,5325,3507
4512,5328,3512
4513,5322,3513
4514,5325,3513
4515,5330,3514
4516,5334,3520
4517,5336,3522
4518,5340,3519
4519,5334,3521
4520,5339,3527
4521,5341,3529
4522,5345,3529
4523,5348,3534
4524,5343,3535
4525,5340,3530
4526,5342,3536
4527,5342,3534
4528,5345,3536
4529,5340,3540
4530,5342,3542
4531,5348,3542
4532,5342,3545
4533,5338,3543
4534,5342,3548
4535,5342,3546
4536,5345,3544
4537,5341,3543
4538,5339,3540
4539,5345,3544
4540,5343,3543
4541,5345,3542
4542,5348,3540
4543,5345,3542
4544,5350,3547
4545,5346,3549
4546,5351,3546
4547,5351,3543
4548,5357,3540
4549,5361,3543
4550,5368,3539
4551,5366,3542
4552,5362,3543
4553,5356,3543
4554,5358,3538
4555,5352,3540
4556,5351,3539
4557,5356,3544
4558,5353,3550
4559,5358,3555
4560,5353,3558
4561,5355,3556
4562,5360,3562
4563,5364,3562
4564,5365,3558
4565,5366,3562
4566,5362,3559
4567,5362,3562
4568,5370,3560
4569,5375,3562
4570,5382,3563
4571,5388,3560
4572,5387,3563
4573,5386,3559
4574,5381,3555
4575,5383,3554
4576,5390,3558
4577,5389,3554
4578,5393,3549
4579,5388,3549
4580,5389,3544
4581,5391,3544
4582,5391,3544
4583,5389,3543
4584,5393,3541
4585,5398,3545
4586,5398,3547
4587,5398,3542
4588,5395,3545
4589,5402,3540
4590,5399,3536
4591,5406,3531
4592,5412,3533
4593,5406,3538
4594,5406,3542
4595,5406,3546
4596,5414,3545
4597,5408,3548
4598,5414,3547
4599,5408,3545
4600,5407,3551
4601,5408,3551
4602,5402,3556
4603,5408,3560
4604,5409,3563
4605,5410,3564
4606,5414,3569
4607,5420,3574
4608,5419,3570
4609,5425,3569
4610,5419,3566
4611,5421,3567
4612,5423,3569
4613,5420,3569
4614,5414,3572
4615,5416,3575
4616,5414,3577
4617,5417,3574
4618,5412,3576
4619,5410,3572
4620,5417,3574
4621,5415,3572
4622,5419,3575
4623,5416,3571
4624,5424,3577
4625,5432,3573
4626,5437,3578
4627,5431,3578
4628,5435,3582
4629,5432,3582
4630,5437,3585
4631,5444,3581
4632,5445,3582
4633,5446,3585
4634,5441,3585
4635,5435,3590
4636,5434,3587
4637,5440,3584
4638,5436,3580
4639,5430,3576
4640,5433,3582
4641,5439,3579
4642,5441,3585
4643,5448,3583
4644,5450,3585
4645,5458,3582
4646,5459,3584
4647,5461,3580
4648,5457,3576
4649,5456,3576
4650,5453,3574
4651,5450,3576
4652,5453,3572
4653,5450,3573
4654,5456,3579
4655,5455,3582
4656,5455,3584
4657,5460,3589
4658,5463,3585
4659,5458,3588
4660,5458,3583
4661,5464,3584
4662,5464,3590
4663,5467,3586
4664,5461,3581
4665,5465,3577
4666,5463,3578
4667,5467,3584
4668,5473,3580
4669,5474,3577
4670,5468,3582
4671,5465,3579
4672,5473,3578
4673,5474,3576
4674,5469,3577
4675,5466,3573
4676,5472,3568
4677,5466,3567
4678,5465,3571
4679,5461,3570
4680,5459,3569
4681,5463,3575
4682,5471,3576
4683,5474,3573
4684,5470,3579
4685,5473,3580
4686,5475,3582
4687,5479,3587
4688,5483,3589
4689,5485,3590
4690,5489,3589
4691,5484,3593
4692,5484,3589
4693,5481,3589
4694,5487,3586
4695,5484,3581
4696,5479,3580
4697,5478,3579
4698,5484,3583
4699,5483,3587
4700,5480,3585
4701,5487,3580
4702,5495,3580
4703,5497,3576
4704,5491,3581
4705,5494,3587
4706,5498,3582
4707,5496,3584
4708,5503,3582
4709,5498,3577
4710,5493,3573
4711,5497,3569
4712,5493,3571
4713,5494,3569
4714,5500,3570
4715,5505,3576
4716,5507,3573
4717,5505,3577
4718,5504,3573
4719,5511,3578
4720,5513,3578
4721,5507,3583
4722,5510,3580
4723,5515,3581
4724,5512,3584
4725,5518,3590
4726,5523,3592
4727,5524,3591
4728,5523,3592
4729,5524,3588
4730,5520,3592
4731,5519,3592
4732,5518,3598
4733,5515,3593
4734,5515,3590
4735,5516,3589
4736,5510,3590
4737,5508,3587
4738,5516,3582
4739,5517,3587
4740,5516,3588
4741,5510,3589
4742,5510,3595
4743,5513,3599
4744,5518,3594
4745,5519,3595
4746,5522,3595
4747,5516,3592
4748,5511,3590
4749,5505,3585
4750,5509,3589
4751,5512,3591
4752,5511,3586
4753,5519,3592
4754,5518,3597
4755,5513,3600
4756,5518,3603
4757,5521,3604
4758,5526,3608
4759,5526,3610
4760,5521,3613
4761,5517,3617
4762,5515,3621
4763,5520,3624
4764,5519,3621
4765,5517,3625
4766,5523,3623
4767,5528,3620
4768,5529,3619
4769,5533,3621
4770,5535,3619
4771,5536,3616
4772,5535,3618
